Unnamed: 0,file,text,edited
10,dirlkit-hpdsuln.wav-1845.wav,واحد طو بلاصتها بلاكا مكتوف فيها بنادم لتايب مدجن أو مروض أو زيد عليها مزع زعه من الفوق فصل دشتا كان راخي دقو علينا البياصال لي كنعسو عليها ولات بحال شي طرف ديال اطلج أو مبقاو دوك المانض كيقديو غرض مع هاد الجوب زيد على هدا الماكله لي مكاتنفع ف والو وروايحد نم ملقس يجيهان طاعي,وحطو بلاصتها بلاكا مكتوب فيها بنادم تايب مدجن أو مروض أو زيد عليها مزعزع من الفوق الفصل د شتا كان راخي دقو علينا البياصة لي كنعسو عليها ولات بحال شي طرف ديال الثلج أو مبقاو دوك المانط كيقديو غرض مع هاد الجو زيد على هدا الماكله لي مكاتنفع ف والو وروايح د نم و لوكسيجين طايح
11,dirlkit-honnbdk.wav-1231.wav,أه فهمتش كيف غاديسا لي هدشي واشنو باغي يديرو لينا واش غادي يطحنونا فيموليناكس عاوتاني  شوفو واش نرجعو لبلوكات أولا لا سقيل كلمه وحده ماكتسمعاش لا سبان لا والو بنادم كيزيدي يتبنج و كينخر ليك داك البرد العظام ديالك نيف الودنين ليدين رجلين هدشي كامل مديك,أه فهمت كيف غادي يسالي هدشي واشنو باغي يديرو لينا واش غادي يطحنونا فموليناكس عاوتاني  شوفو واش نرجعو لبلوكات أولا لا سقيل كلمه وحده ماكتسمعهاش لا سبان لا والو بنادم كيزيد يتبنج و كينخر ليك داك البرد العظام ديالك النيف الودنين ليدين رجلين هدشي كامل مديك
12,dirlkit-agttghs.wav-257.wav,كناخدو تري بورتور عندك غالوجو واحد من الدراري لي ف المارجين كنكول ليه راه محتاجو نجيبشي لعيبال لدار كيدير لمزيان اليوم غناخدو من عندو باش نجيب دوك لبونجات دير ليزولاسيو كوستيك باش لصوت ميخرجت على برا فاش وصله طناش مشيت تقديت دوك البونجات أو طلات أو من الخربه مع الحل هاد الباب بدا خونا كيخربق ففمو الحداكشي و غهبط تفحا لي ل,كناخدو تريبورتور عندك كالوشة واحد من الدراري لي ف المارشي كنكول ليه راه محتاجو نجيب شي لعيبة لدار كيدير لمزيان اليوم غناخدو من عندو باش نجيب دوك لبونجات ديال ليزولاسيو كوستيك باش لصوت ميخرجش على برا فاش وصلات طناش مشيت تقديت دوك البونجات أو طلعتهم لخربه مع الحلة د الباب بدا خونا كيخربق ففمو لحت داكشي و هبطت فحالي لدار
13,dirlkit-honnbdk.wav-1050.wav,هاكنخربق تلقاعهم مساكن مرونين كيديرو لي فيجهدهم هدشي لي دار لي فدما غير زرع ليه شوي هاد الأمال نقطه بيضه فيطابلو كحل مكراهدتشا شي حد نعاود ليا هدشي أونشكيعليه ولكن ضايره بيا غير الحاقد على أخوها أو جوه تشوفو من الحامله يطعح ليها الولد داز دابا نسعام باش قلبوها ليا بالمعقول كليما تقلا لمع شافد البلوك إلا كانت شي حاجه ضروري,هاكنخربق تلقاهم مساكن مرونين كيديرو لي فجهدهم هدشي لي دار لي فدماغي زرع لي شوي د الأمال نقطه بيضه فطابلو كحل مكراهتش شي حد نعاود ليا هدشي أونشكي عليه ولكن دايره بيا غير الحاقد على أخوها وجوه تشوفهوم الحامله يطيح ليها الولد داز دابا نص عام باش قلبو عليا بالمعقول كليمات قلال مع شاف د البلوك إلا كانت شي حاجه ضرورية
14,dirlkit-quvxaym.wav-2939.wav,الوالد وخا طري يخرج من ساعودية فنفي ديالو جاب سباب الختيلة فلي كان عندهم على عائلا الملاكة ماشي مع المواطنين العادين انفوت ديال الوالد خليها كلشي فالماطار ديال الخرطوم يدوز طرونكل ت دوك اشكل ي ديال الباسبو را عتوديوه أنا متزناش منا طلعونا فيطونوبيلات كحلينو شدو بيناد اطريق وصلنا لواحد البلاصه في الخرج هد المدينة,الوالد وخا اظطر يخرج من سعودية  فنفي ديالو جا بسباب الختيلاف لي كان عندهم على العاىلة الملكية ماشي مع المواطنين العاديين النفود ديال الواليد خلى كلشي فالمطار ديال الخرطوم يدوز طرونكل تا دوك شكليات ديال الباسبورات و ديوانة مدزناش منا طلعونا فطونوبيلات كحلين و شدو بينا الطريق وصلنا لواحد البلاصه ف الخرجة هد المدينة
15,dirlkit-quvxaym.wav-3279.wav,رجاله مشيت عندهو بهاش ندوي معاه هو ميك عليا كتليها أبا را مقلقاني اصحاظ مي راه واصله لواحد العمر الي الولا هدا صعيبه عليا واش سمحليه نديها لما في سوريا تما بعدا غادا تولود فظروف مزيانه شاف فيا مجاوبنيش وزاد  عرفت بلي مبقيتش كنسواد تالعبه عند الوالد ول,رجال مشيت عندو باش ندوي معاه هو ميك عليا كتليه أ با را مقلقاني الصحة د مي راه واصله لواحد العمر الي الولادة صعيبه عليها واش تسمحلي نديها لمها في سوريا تما بعدا غادا تولد فظروف مزيانه شاف فيا مجاوبنيش وزاد  عرفت بلي مبقيتش كنسوا تا لعبه عند الوالد ول
16,dirlkit-quvxaym.wav-2878.wav,كاع كانو كيتوقاو يشدوهم في الحبس تأش كانو مسؤولين على كسيدة لي فهاد دري مجروح ضرطنا أنا وخوتي بسعد لي كنطايح فياللورض و تخيلو أنا الكسيدة مقدراتش تخرص لساهنه أو بقى كيدمدو موينوح هنا عرفنا بالي جروح ديالو مكانتش خاطرا جات لون بيلونس أزاتو أو مبقيتش عاقل شكون لي فالفعم لا خضا القرار باش متوصل الوالد ت خبار على هدشي اللي وقع,كاع كانو كيتوقعو يشدوهم في الحبس حيتاش كانو مسؤولين على كسيدة لي فيها دري مجروح درنا أنا وخوتي بسعد لي كان طايح ف الارض و تخيلو أن الكسيدة مقدراتش تخرص لسانو أو بقى كيدمدم و ينوح هنا عرفنا بلي جروح ديالو مكانتش خطيرة جات لومبيلونس هزاتو أو مبقيتش عاقل شكون لي فالفاميلة خدا القرار باش متوصل الوالد تا خبار على هدشي اللي وقع
17,dirlkit-agttghs.wav-101.wav,مية لعاصر ميدي خباره ما يعجي باخر كلت ليه سمح ليها راه يمكن أنا للي غالط خليتو تزد الحجه من اللي حداه با لهيبي مع طليت عليه لقيتو خدامه كيقرا على واحد خينه كلت ليه الله يعاونه با الهيبي مع دو را شافني لا حموس الحسانه أو جا عنقني,ميت لعاصر ميدي خبار ما يجيب اخر كلت ليه سمح لي راه يمكن أنا للي غالط خليتو دتد لحجام اللي حداه با لهيبي مع طليت عليه لقيتو خدامه كيقرع ل واحد خينة كلت ليه الله يعاون ا با الهيبي مع دورة شافني لاح موس الحسانه أو جا عنقني
18,dirlkit-erlatsw.wav-564.wav,على حقه وطريقو خصق لي كانطا غي تهرس بتكرشي خاضيال ضحك تلك لاص كاملو لبروف شاف داك المندر ناظبده كيسب في القيصم وجرع لينا كاملين كلشي خارج فرحان واخا كا لينا مادخلو حتى تجيبو واليديكم هيلا جات ف كلشي دقا كاتهون في لخر دلعاموه ساكرانا في النوقط أوبطبيعة الحال أنا حطلي شي ربعه ولا خمسة معقلتش بطبط صراحة مكتبدرت لمزيان باش نطل,على حقو وطريقو صقيل لي كان طاغي تهرس بتكرشيخة ديال ضحك تلكلاص كاملو لبروف شاف داك المنظر ناض بدا كيسب ف القيسم وجراعلينا كاملين كلشي خارج فرحان واخا كالينا مادخلو حتى تجيبو واليديكم هانية يلا جات ف كلشي دقة كاتهون في لخر دلعام ماساكرانا في النقط بطبيعة الحال أنا حطلي شي ربعه ولا خمسة معقلتش بضبط صراحة مكتبة دارت لمزيان باش نطل
19,dirlkit-quvxaym.wav-2971.wav,كانت واحد المعاناة خايبة فيالغياب ديال الكليمه مناخد سودا الحار مكانش ساهل تا واحد من خوتي مكان متافق معا هد الأفكار ديال الوالض معيالات أو معرفناش حيت ما كانوش كيعبرو على الأراء ديالهم بديت أنا خوتيه كنوركو على دوك البطونات اللي فيالكلهم غتيزور باش كيكل والد مسافر خارج الخرطهم ولكن فاش كتحصل الله أمي أو كتخلع,كانت واحد المعاناة خايبة ف الغياب ديال الكليمه مناخ د السودان الحار مكانش ساهل تا واحد من خوتي مكان متافق معا هد الأفكار ديال الواليد اما عيالاتو معرفناش حيت ما كانوش كيعبرو على الأراء ديالهم بديت أنا  وخوتي كنوركو على دوك البطونات اللي ف الكليماتيزور فاش كيكون والد مسافر خارج الخرطوم ولكن فاش كتحصلنا أمي أو كتخلع
20,dirlkit-agttghs.wav-458.wav,معرفوش كلشي باش الوقهاد طبيب فلامن ربي ستاجب أو معا وقف اطاكسي لقيط طبيب يالله دخل عمارة خلصت الشيفوره كتليه خلي ليك الباقي غير باش نربح الوقت شقم طبيب حدا باب اسانسور يلكبنا بجوج ما معانا حد كنت نقدر نجبد لكاطورزا أونرشي كاع ليه ولكن غادي يموت بلا ما يعرف السباب,معرفوش كلشي باش لقا طبيب فلامان ربي ستاجب أو معا وقف طاكسي لقيت طبيب يالاه دخل عمارة خلصت الشيفور كتليه خلي ليك الباقي غير باش نربح الوقت شقمت طبيب حدا باب اسانسور ركبنا بجوج ما معانا حد كنت نقدر نجبد لكاطورزا أونرشكها ليه ولكن غادي يموت بلا ما يعرف السباب
21,dirlkit-agttghs.wav-392.wav,ماشي هدا هو المشكل اللكبير للي مبرزطني هاد اساعة هو لا شقموني قبل ما نعفس على حياة طبيب مكنبغيشني إيما جيني هاد سينوري أوحيت كيبان لي هو أقوض حاجة تقدرت وقع علي غدي نحاول نزرب على هدخونة اللي باقي علي كيفاش أما نعرف مزال دما غير مشقل ب هاد الساعة منقدرش نفكرف شنو نديرو,ماشي هدا هو المشكل اللكبير للي مبرزطني هاد اساعة هو لا شقموني قبل ما نعفس على حياة طبيب مكنبغيشني إيما جيني هاد سينوري أوحيت كيبان لي هو أقوض حاجة تقدرت وقع علي غدي نحاول نزرب على هدخونة اللي باقي علي كيفاش أما نعرف مزال دما غير مشقل ب هاد الساعة منقدرش نفكرف شنو نديرو
22,dirlkit-honnbdk.wav-1251.wav,سد عيني وشهد الخيارة فيأودي كنجر نفس تال لماكس اريحه كتزعز عليه دماغي فاش حليه تعيني لقيت,ساد عيني وشاد الخيارة ف أيدي كنجر نفس تال لماكس الريحه كتزعزع ليا دماغي فاش حليت عيني لقيت
23,dirlkit-quvxaym.wav-2908.wav,أش حيت الحكم ديالو دي كتاتوه ريعلماني فأرض إسلاميه ومكاينش شي إهانا كترمن هادي في الإسلامه الوالدك را حدتى طبعى القاصح ديال صدام أوكالب الي زاعم ديال جيش كبير كيفهادا مغاديش يحبس حتي نوض شي حرب الوالد شاف بلي صدام اللي متقلب الكريديات ماشي بعيديط مع فيجيران أواللي ميسرعها ليهم ماديا وت الأفكار محتافطش بيهم الوالد في الداخ,أش حيت الحكم ديالو ديكتاتوي علماني فأرض إسلاميه ومكاينش شي إهانة كترمن هادي في الإسلام الواليد را حتى طبع القاصح ديال صدام أوكال بلي زعيم ديال جيش كبير كيف هادا مغاديش يحبس حتي ينوض شي حرب الواليد شاف بلي صدام اللي متقل ب الكريديات ماشي بعيد يطمع ف جيران اللي ميسرة عليهم ماديا وهاد الأفكار محتافطش بيهم الواليد في الداخ
24,dirlkit-erlatsw.wav-836.wav,ماشي معقوله نخبه على شي حاجه بحالهادي درت مع لاميه واحد انهار أو طلاقي أنا مشيت أول نفرتك رمانا الأول مرة غادي نعاود هدشي لشويه حد ت حد ما ف راسو جنو درت وما كانشي واحد غادي يطاح ليه فيالبالب اللي شفرت محال ديال دهاب كتليه غسمعيه شنو غدي نكول ليك حتى غنسالي أو كوليه شنو بان ليك,ماشي معقوله نخبي عليها شي حاجه بحال هادي درت مع لامية واحد انهار أو تلاقينا مشيت عوال نفرتك رمانة لأول مرة غادي نعاود هدشي لشي حد ت حد ما ف راسو شنو درت وما كانظنش شي واحد غادي يطيح ليه فالبال باللي شفرت محال ديال دهب كتليها سمعي شنو غدي نكول ليك حتى نسالي أو كوليا شنو بان ليك
25,dirlkit-agttghs.wav-181.wav,لا مغديش نرجعها أو ماشي هدا هو لا هداف ديا لي إلا كانت العادلة كيجسدوها بمرا هزميزان وسيف أو لعصابة على العين فباش متفرقش بين الناس أولي طاحف إديها كياخد حقو بغض الناظر على شكون هو أو شحال في جيبو أو هدشي لي باغي نوصل اللهيه اليوم بقيت كنتسنا في سيمو يدوزه,لا مغديش نرجعها أو ماشي هدا هوالهدف ديالي إلا كانت العدالة كيجسدوها بمرا هازا ميزان وسيف أو لعصابة على العين فباش متفرقش بين الناس أولي طاح فإديها كياخد حقو بغض الناظر على شكون هو أو شحال في جيبو أو هدشي لي باغي نوصل ليه اليوم بقيت كنتسنا ف سيمو يدوز
26,dirlkit-hpdsuln.wav-1859.wav,هنا الخوت كاملين بداو كيحت جو باش الإضارات دير شي حل معانا يكارضيانات لي تاهوما كيعومو فيالما فيالكلوارات وصلو الهدرة للمودير ولكن تا حاجه مهد دارت لوعود الخاويه بلا ميقادو حدتى زمرا كنخصنا تسنا و عشر صنين باش يصلحو لينا الصقف رب,هنا الخوت كاملين بداو كيحتجو باش الإدارة دير شي حل معانا لكارضيانات لي تاهوما كيعومو فالما فالكلوارات وصلو الهدرة للمدير ولكن تا حاجه مدارت الوعود الخاويه بلا ميقادو حتى زمرا كان خصنا نتسناو عشر سنين باش يصلحو لينا السقف رب
27,dirlkit-erlatsw.wav-808.wav,اش كتجي تفكر فيها وكون جات عليا أنا منعقل على هاد تا واحد ولكن أمي غادي يبقى فيها الحال أو منقدرش نخصطر ليها بعد المرات كدير شي حوايج واخا مراضيش عليهم  حيت م كتبغيتش تقلق ناهس عزاز عندك دازت ليله مافيها ميتشوف معطلع الفجر جع عندي عالي أو باه كالو لي م,فاش كتجي تفكر فيها وكون جات عليا أنا منعقل على ه تا واحد ولكن أمي غادي يبقى فيها الحال أو منقدرش نخصر ليها بعد المرات كدير شي حوايج واخا مراضيش عليهم  حيت مكتبغيتش تقلق ناس عزاز عندك دازت ليله مافيها ميتشاف مع طلع الفجر جا عندي علي أو باه كالو لي
28,dirlkit-hpdsuln.wav-2182.wav,واحد النهار بديت كنطل منش شراجم لا على واعسة نعرفي ن حمو والو ماكاين كيفداير بانت لي واحد تقيبه في الحيط الفوق درت طابله وكرسي أو طلعت كانط الل أو هنا عرفت أو تيقنت باللي جابونا لمدرسة ديال أهرمومو لي تبتلات ليها اسميه من تلاتة أوسبعين ولات ربات الخير ف هاد اللحضةر,واحد النهار بديت كنطل من شراجم لا على وعسة نعرف فين حنا والو ماكاين كيف دير بانت لي واحد تقيبه في الحيط الفوق درت طابله وكرسي أو طلعت كانطل أو هنا عرفت أو تيقنت باللي جابونا لمدرسة ديال أهرمومو لي تبدلات ليها السميه من تلاتة أوسبعين ولات رباط الخير ف هاد اللحضة
29,dirlkit-mzhcbeg.wav-2558.wav,أو ميمكنش لي كطلع شي دويره مرضهار الصولطه خاصك ضروري تاخد الموافقة أو الرضى دياله و كانت غادي هي المهمة الكبيرة هاد المقدم العرهوسه كيجيب دوره على الخبار دالحومه كاملة وكيقدم ها لقايض فوق بلاطو د الفضى نعطيكم متال باش نحطكم في الصوره فاش كيبغيش يحدير ي براكتو يطلع بلاصصها بيتها بطوب و اسيمو هو حاجه كيدير هي كيعلم المقد,أو ميمكنش لي كطلع شي دويره مرضهار الصولطه خاصك ضروري تاخد الموافقة أو الرضى دياله و كانت غادي هي المهمة الكبيرة هاد المقدم العرهوسه كيجيب دوره على الخبار دالحومه كاملة وكيقدم ها لقايض فوق بلاطو د الفضى نعطيكم متال باش نحطكم في الصوره فاش كيبغيش يحدير ي براكتو يطلع بلاصصها بيتها بطوب و اسيمو هو حاجه كيدير هي كيعلم المقد
30,dirlkit-mzhcbeg.wav-2495.wav,يران أوشي خراقضي منعرف منيين جاي شفتو العيته كيف داره بعبد المجيد كان تيحاولي نقلسها علي ما طريقها ويلقى ليها كوان صالح فين تقدر طريح عينيها دلو منهو الفوطل للي شافت حيده تجوج لابتها وشمرات علىها دراعه وبدات كطوي في الحوايج وكتشطب أو تقد في الكوان فين غادي نعسو هاد اليله سليما كانت حامله بع بضرحما,ايران و شي خرا قديم نعرف منين جاي شفتو العيشه كيف دايره با عبد المجيد كان تيحاول ينقي لسليمة طريقها ويلقى ليها كوان صالح فين تقدر تريح عينيها دلاو من هول الفوضى للي شافت حيدات جلابتها وشمرات على دراعها وبدات كطوي في الحوايج وكتشطب أو تقاد في الكوان فين غادي نعسو هاد اليله سليمة كانت حامله بعبد الرحمن
31,dirlkit-quvxaym.wav-2909.wav,ولكن دار واحد الخطوه خطير بدا كيسجل أشريطة أو دار محاظرات ف جوهامع باش يفيق الناس ولسو الحظ أن التحديره ديال الواليد طلعات صحيحة فبراير من العامد ألف أو تسميه أو تسعين بدا صظم كيوجهك لها موليك وليج أوساعودية كاليهم غادي تعفيهوني م الكريدي ديال ربعين ملي عرضو ولور ولي كان وعطاوها ليه فاش كان كيحارب الإهرانيين راكم عرف,ولكن دار واحد الخطوه خطيرة بدا كيسجل أشرطة أو دار محاظرات ف جوامع باش يفيق الناس ولسوء الحظ أن التحديرات  ديال الواليد طلعات صحيحة فبراير من العام د ألف أو تسعمية أو تسعين بدا صدام كيوجه كلامو للكويت و السعودية كاليهم غادي تعفيوني من الكريدي ديال ربعين مليار دولار لي كان وعطاوها ليه فاش كان كيحارب الإيرانيين راكم عرفين
32,dirlkit-hpdsuln.wav-1826.wav,مرسيمانه وصلناي لجواب ترط لدرجت أنني بديت كانت ترععد بحال شي ورقة كيلعبا اريح عيني غرقو وس دموع أومقدرتش نقرها البريه كان الجوا بشبعان محنا نصائح دعاويد الخير أو خبار دراري وأنا كنقرا ف هدشي حسيت بشي براد ديال تقاد نفس دكات لي دوزه ديال اأمالسرات لي مع دمي,مورسيمانه وصلني لجواب تاثرت لدرجة أنني بديت كان ترعد بحال شي ورقة كيلعب بيها الريح عيني غرقو وسط دموع أومقدرتش نقرى البريه كان الجواب شبعان محنة نصائح دعاوي د الخير أو خبار دراري وأنا كنقرا ف هدشي حسيت بشي برا د ديال ثقة د نفس دكات لي دوزه ديال أمل سرات لي مع دمي
33,dirlkit-quvxaym.wav-2881.wav,صناي الفلوس لا بغيت نشريه شي سلعه وأنا معندي تاريال أو مكنتش عرفش نوغدني ندير باش نضبر فاهم هنا تفكرت بلي الواليده حاطاش يدباج ديال دهاب فيالبلاكر ديال بيت انعاس بقيت مقابله حتى تشغلات وأنا ندخل با الخفله بيت انعاس فتحت لبلاكار أوننلقى جوج دبرج ديال دها به زيتهو مخرجت هربت من ادار كنتسلات بلا معيشوفني ت واحد واش قيت طريقي لعن,خصنا الفلوس لا بغيت نشريه شي سلعه وأنا معندي تاريال أو مكنتش عارف شنوغدي ندير باش نضبر فيهم هنا تفكرت بلي الواليده حاطاشي دبالج ديال دهب فالبلاكار ديال بيت النعاس بقيت مقابلها حتى تشغلات وأنا ندخل بالخف لبيت النعاس فتحت لبلاكار ونا نلقى جوج دبالج ديال دهب هزيتهوم خرجت هربت من الدار كنتسلات بلا ميشوفني ت واحد وشقيت طريقي لعن
34,dirlkit-mzhcbeg.wav-2441.wav,ام تحمو على راشيض حاولي قاوم ولكن كانو كتر منو خركو ليهداتو بشحال من ضربه أو خرجا طروح هو غارقة وصد ماياتو فاش غوته تناعمه ختاو فيها المطافك رشا بلا ميعرفو بلا راها حهمله ماشي ضروري تعرف كلجيه في الحرب الحاجه الواحيدة اللي خصك تعرف هي كيفاش تشرك بنادم لحمو قبل مي,تحاماو على راشيد حاول يقاوم ولكن كانو كتر منو خركو ليه داتو بشحال من ضربه أو خرجات روحو و هو غارقة وصت دماياتو فاش غوتات نعيمه خشاو فيها المضا فكرشها بلاما يعرفو بلا راها حامله ماشي ضروري تعرف كلشي في الحرب الحاجه الواحيدة اللي خصك تعرف هي كيفاش تشرك لبنادم لحمو قبل مي
