,file,text
25,dirlkit-agttghs.wav-181.wav,لا مغديش نرجعها أو ماشي هدا هوالهدف ديالي إلا كانت العدالة كيجسدوها بمرا هازا ميزان وسيف أو لعصابة على العين فباش متفرقش بين الناس أولي طاح فإديها كياخد حقو بغض الناظر على شكون هو أو شحال في جيبو أو هدشي لي باغي نوصل ليه اليوم بقيت كنتسنا ف سيمو يدوز
26,dirlkit-hpdsuln.wav-1859.wav,هنا الخوت كاملين بداو كيحتجو باش الإدارة دير شي حل معانا لكارضيانات لي تاهوما كيعومو فالما فالكلوارات وصلو الهدرة للمدير ولكن تا حاجه مدارت الوعود الخاويه بلا ميقادو حتى زمرا كان خصنا نتسناو عشر سنين باش يصلحو لينا السقف رب
27,dirlkit-erlatsw.wav-808.wav,فاش كتجي تفكر فيها وكون جات عليا أنا منعقل على ه تا واحد ولكن أمي غادي يبقى فيها الحال أو منقدرش نخصر ليها بعد المرات كدير شي حوايج واخا مراضيش عليهم  حيت مكتبغيتش تقلق ناس عزاز عندك دازت ليله مافيها ميتشاف مع طلع الفجر جا عندي علي أو باه كالو لي
28,dirlkit-hpdsuln.wav-2182.wav,واحد النهار بديت كنطل من شراجم لا على وعسة نعرف فين حنا والو ماكاين كيف دير بانت لي واحد تقيبه في الحيط الفوق درت طابله وكرسي أو طلعت كانطل أو هنا عرفت أو تيقنت باللي جابونا لمدرسة ديال أهرمومو لي تبدلات ليها السميه من تلاتة أوسبعين ولات رباط الخير ف هاد اللحضة
29,dirlkit-mzhcbeg.wav-2558.wav,أو ميمكنش لي كطلع شي دويره مرضهار الصولطه خاصك ضروري تاخد الموافقة أو الرضى دياله و كانت غادي هي المهمة الكبيرة هاد المقدم العرهوسه كيجيب دوره على الخبار دالحومه كاملة وكيقدم ها لقايض فوق بلاطو د الفضى نعطيكم متال باش نحطكم في الصوره فاش كيبغيش يحدير ي براكتو يطلع بلاصصها بيتها بطوب و اسيمو هو حاجه كيدير هي كيعلم المقد
30,dirlkit-mzhcbeg.wav-2495.wav,ايران و شي خرا قديم نعرف منين جاي شفتو العيشه كيف دايره با عبد المجيد كان تيحاول ينقي لسليمة طريقها ويلقى ليها كوان صالح فين تقدر تريح عينيها دلاو من هول الفوضى للي شافت حيدات جلابتها وشمرات على دراعها وبدات كطوي في الحوايج وكتشطب أو تقاد في الكوان فين غادي نعسو هاد اليله سليمة كانت حامله بعبد الرحمن
31,dirlkit-quvxaym.wav-2909.wav,ولكن دار واحد الخطوه خطيرة بدا كيسجل أشرطة أو دار محاظرات ف جوامع باش يفيق الناس ولسوء الحظ أن التحديرات  ديال الواليد طلعات صحيحة فبراير من العام د ألف أو تسعمية أو تسعين بدا صدام كيوجه كلامو للكويت و السعودية كاليهم غادي تعفيوني من الكريدي ديال ربعين مليار دولار لي كان وعطاوها ليه فاش كان كيحارب الإيرانيين راكم عرفين
32,dirlkit-hpdsuln.wav-1826.wav,مورسيمانه وصلني لجواب تاثرت لدرجة أنني بديت كان ترعد بحال شي ورقة كيلعب بيها الريح عيني غرقو وسط دموع أومقدرتش نقرى البريه كان الجواب شبعان محنة نصائح دعاوي د الخير أو خبار دراري وأنا كنقرا ف هدشي حسيت بشي برا د ديال ثقة د نفس دكات لي دوزه ديال أمل سرات لي مع دمي
33,dirlkit-quvxaym.wav-2881.wav,خصنا الفلوس لا بغيت نشريه شي سلعه وأنا معندي تاريال أو مكنتش عارف شنوغدي ندير باش نضبر فيهم هنا تفكرت بلي الواليده حاطاشي دبالج ديال دهب فالبلاكار ديال بيت النعاس بقيت مقابلها حتى تشغلات وأنا ندخل بالخف لبيت النعاس فتحت لبلاكار ونا نلقى جوج دبالج ديال دهب هزيتهوم خرجت هربت من الدار كنتسلات بلا ميشوفني ت واحد وشقيت طريقي لعن
34,dirlkit-mzhcbeg.wav-2441.wav,تحاماو على راشيد حاول يقاوم ولكن كانو كتر منو خركو ليه داتو بشحال من ضربه أو خرجات روحو و هو غارقة وصت دماياتو فاش غوتات نعيمه خشاو فيها المضا فكرشها بلاما يعرفو بلا راها حامله ماشي ضروري تعرف كلشي في الحرب الحاجه الواحيدة اللي خصك تعرف هي كيفاش تشرك لبنادم لحمو قبل مي
35,dirlkit-agttghs.wav-375.wav,قلوه بلاصة دماغ ولا كيفاش بلانك واش فراسك شحال من حياة خرجتي عليها لبيرفير لي ولدك عندك شي ميزان كتحط فكفتو فعالك واش صالحين ولا لا ولا غير مدرم فهاد دنيا هالي رشقات ليك عليها كطحنو بدا كيدمع لي هنا كتليه علاش كاتبكي دبا عاد جاتك على كانتك تغني يا ندامتي أوما كلبي تاينين زاد قوى عليا الحزان
36,dirlkit-honnbdk.wav-1116.wav,بان هدا هو الحل واحيد باش  يجيني النعاس فداك الوقت كون سولني شي احد شنو هو الحبس غادي نكول ليه هو المرا فاش مكتكونش تحنسيرة كنسرح عيني فالبلوك أوكطيح لي فبالي هاد القاضية كيفاش  تيحلو هدو لبروبليم د نيك أو كاين الي معمرو شاف حتا شي مرا من غير مو فاش كيفكرو بش كيحلمو كاين
37,dirlkit-honnbdk.wav-1134.wav,من مورما كنتي بحال شيطريف دالخبز كارم فقنيت تاحد ما مسوق ليه بلوك عندنا مدكس بشراف المشللين المسطين زيد عليهم ثلاثة دلعمين أو واحد الزنزون كاين واحد الكا ديال واحد خينا تحد ما عارف واش تصطيا ولا شي حاجه آخرى سيد دكتور ديال لجيولوجي تكون عندو ديك خمسين عام مشا الميريكان قرا وخدا دكتوره ديالو بمونسيو
38,dirlkit-quvxaym.wav-2898.wav,وليو وقاصحين أو فاش تكبر أو غادي تقدرو تحملو بزاف ديال المشقات دازه علينا عام ديال العاداب ويجي النهار لي فيه كالينا الواليد بللي غدي نرجعو لدار ليه في جده فرحت بزا ف حيت داكشي لي داز عليا ف عامي لول د المدرسة ما ساهلش اول حاجه طاحت لي فالبال هي غادي نتفك من هاد المصيبة دا هاد المدرسة خوتي كا لو لي بلا
39,dirlkit-honnbdk.wav-1256.wav,اللي نسيتها ولي كيزيد يبعدنا عليها هدشي الي كنعيشو كل نهار كنشوف فلوجوه عالله وعسى نديتيكطي غير شي حاجه نقدر نتبازى عليها باش نكول يمكن هاد دخينا من دوك جوج لي حطو لي نص خياره ولكن كلشي مطمس وهجو وتتقرا فجبهتو الله يقربل فاش جا شهرتلاته خرجو الناس من لبلوكات لساحات أو من لصباح و الإدارة طالقين دياسك
40,dirlkit-acviunz.wav-28.wav,لا شفتي تكولو هدا معندو تا ريال مقوده عليه فواحد انتيرفيو كال ليهم كورت كبرنا كنسمعو لبانك و معندناش مع كروبات لي كيتكلاصاو فاتشورت أو داباها حنا ولينا منهوم أخير حاجه كنت كنقلب عليها هي الشهره كورت كان ديما كيقلل من قيمتو فلي ميديا كيكول ليهم راه ماك ندي
41,dirlkit-quvxaym.wav-3249.wav,فاس شاف الوالد القضية حامضة لعب كارطه كتعزف على الوتر الحساس كاليها راه إلا ستسلمتي للضغط دالحكومات الكافرا راغادي يكون القرر ديال كونطر الإسلام أوهنا المولى عمر تزعزع كاليه غادي نزيدك عام ونص هنا شيخ أوسامة قاد فيها الأمور ديالك باش تحول ولقاشي دولة اللي تقبل بيك و بفاميلتك
42,dirlkit-hpdsuln.wav-2095.wav,لي فتازمامارت دازو ليام وجات واحد الخبار فرحاتنا المد ديال لاجودان  شاف بن دريس اللي عانا لمدة طويلة بسباب المرض تاحد ما بقا فيه الحال حتى من لكارديانات للي مكانوش كيحملو فيه الشعرة بحالنا مكانش غير قاصي ولكن زايد عليها بالنفاق أو حاقد ديال بصح مكناش كانتمناو الموت
43,dirlkit-mzhcbeg.wav-2696.wav,نقتل إي واحد غدي يجي في طريقي تبعني رشيد وجريت عليه ما باغي نشوف حد باغي نبقى بوحدي هبط الواد و من زهري متعرض لي حد أو موقفت على حد فهمت بلي ديك الكعية لي درت على عبد الرحمن ماشي هو سباب فيها ولكن شي حاجه عندي لداخل كانت كتكول ليه بلي باك را ماشي هو داك 
44,dirlkit-hpdsuln.wav-1707.wav,بع القوات المساعدة معيا جوج جا دارمية أو جوج من القوات المساعدة إدي و رجلي مربوطين كالي لاجدان شاف مون كوموندون مغديش ندير ليك العصابة على عينيك باش منحرمكش تمنضر هدشي لي بقى ليك في حياتك مكاين لاش تكعى راك قمرتي أو خسرتي كتليه راني ماشي كوموندون بقا كي بلبل عليا تما
45,dirlkit-quvxaym.wav-2919.wav,تلاقى مع بزاف ديال الأمراء و الأهم من هدشي كاملو هو زيارة ديالو الوزير الداخليه  الأمير نايف بن عبد العزيز ولي هوالاخ ل ملك فهد من باه و من مو الواليد ما تردد حتى لحظة باش يعرض الخدمة ديالو على العائلة الملكية طوع باش يجيب طناشر ألف من القدام د المحاربين لي كانو في أفغانستان مسلحين أو مزالين تحت الإمرة ديالو
46,dirlkit-honnbdk.wav-1138.wav,كيجيني فحقي ربع خبزه خاصني نقضي بيه ف الفطور أو الغدا و العشا اليوم ف الفطور كليت تلاته د لحبات ت زيتون صافي أو فالعشا معلقه صغيرة د الكوفيتير إلا جابو لينا البيض في الفطور كل تلاتة دراري كيقسمو بيضة مصلوقه طبا لي عندنا كالو لينا القشور دالبيض ما يتلاحوش نطحنوهم أو ناكلوهم راهم مزيانين لشي لعبه تلاتة دالشهور ديال الجوع كانت كافيه باش بنادم يضعاف
47,dirlkit-mzhcbeg.wav-2443.wav, ولكن وصلت غير لهاد الكاشو اللي مشلخة فيه جبهتي فهاد اللحظه خصني دبا نفهم مزيان كيفاش حتى وصلت لهنا واش كان ممكن نوصل شي بلاصه خرا من غير هدي لي انا فيها دابا واش كنت نقدر نقرا تا أنا الهندسة من الداخل ديال ديك الحومة لّي كبرت فيها واش كنت غادي نتبع طريق خالي أوتسالى حياتي بشي إعدام الجواب
48,dirlkit-quvxaym.wav-3240.wav,الخص نشوفو الأظرار للي طراو تما أخر مرة كنت فالمعسكر دالفاروق كانت فيه الحركة بلايص التدريب و الخزين ولكن دابا فاش ضربنا عليه طلة لقيناه كلو مدمر منعرف كيف دارو شي ناس حتى نجاو من هاد القصف تمحات الحياة من الوجود في كل بلاصة ضرب فيها شي صاروخ الحياة د با كانت معقده من بزاف تجوايه
49,dirlkit-hpdsuln.wav-1753.wav,حق خمسة وتمانين واحد نهار تلات تسعود أو عشرين فبراير ألف أو تسعميه أو ثنين أو سبعين صدر الحكم ف حقنا ربعه أو سبعين إدانة كتبدا من عام أو غادا طالعة حتى الإعدام الواحد اللي حكمو عليه بالإعدام هو بزاف غدي يكولو يمكن خو عبابو لاء
50,dirlkit-hpdsuln.wav-1814.wav,رد عليه القبطان وخا دوي بشينوية مكيهمنيش كال الموظفين سدو البيبان أو سيرو لديوركم أنا عطيكوم بيرميسيو ديال تمنية أو ربعين ساعة واش باغين يديرو لي نقابة هنا هوما بغاو إضراب على طعام وأنا غادي نفرعهم بيوماين ديال الجوع أو هكا باش سالات
51,dirlkit-honnbdk.wav-1443.wav,ماكيرحمش كتوصل ليطاب ديال البنج كيمشي الإحساس شويه بشويه أو ف اللخر كتسالي اللعبة بواحد لزيرو أنا اللي ربحت يمكن عياو ملو ولا يقدرو يكونو قتانعو باللي ما كانتمي لحتى شي تنضيم ردوني ل شومبرا و عضامي مطحونين ولكن  المعناويات مرتفعة
52,dirlkit-mzhcbeg.wav-2474.wav,كنت كنخبي وجهي فيلمن وليسر ولا مورا ظهر د عبد رحمن بانت لينا واحد لكليكة د سكايريه في راس الدرب ضروري مغندوزو عليهم كيضربو بالبيل في التيجاه د أي حركه ولاصوت سمعوه دورت وجهي ل جيهة  لاخرى ودرت إيدي على القبضة د المضى عرفوعبد رحمن وسلم عليهم وضحك مع شي واحد فيهوم وزاد ف لفيتاس فاش قرب ليهوم يقدر يكون شي واحد جرا معايا
53,dirlkit-erlatsw.wav-906.wav,مورايا والو مبقيتش كنعس بسباب هاد الذنب العضيم لي درت ديما كنستغفر الله أو كنطلبو باش يسمح ليا كتليه ندامة را خاصك توصليها فاش تكون صحيح من مورمع تكون فكرتي فظلم لي درتي ماشي نهار تمرض و تبدا تحس ب الموت كدق في الباب عديك ساعة تبغي تصفي باش تموت نقي أنا مغديش
54,dirlkit-honnbdk.wav-988.wav,جرو العساكريا من يدي على ظهرو أو راسو كيلعب ف الهوا أو وجهو تخلط فيه دم مع شي روينه بيضة ووكحلة خارجة منه خط ديال دم متراسي فلارض من جيهت القادوس تال وسط الساحه فين جرو الكسدة ديال الجينيرال العروق كانو غادي يطرطقو من العنق د لاجوضان فاش غوت على العسكر باش يجيبو داك الليوتنون حضرو ليه ف البلاصه كالي شنو بان لك
55,dirlkit-mzhcbeg.wav-2508.wav,ما كانو كيديرو بزاف درجال داك الوقت كطلع ليه المرا والولاد و صداعاتهوم فالراس كيهز قلوعو كيغبر مكيبقاش يبان في سينين كامله للي كنا كلعبو في التيران د الواد بشي بالون مفشوش ولا بتقشيره عامره بشراوط و الوراق نتسابقو فالواد أو نتشلبطو فيالغيوس أو المروج أولا كانطايفو كلها كيبيغي يغرق لاخر كانو دراري كيشبعو سبان في عبد رحمن بسباب هد القصة  للي عاودتله
56,dirlkit-mzhcbeg.wav-2504.wav,من مور المدير با عبدالمجيد ورتات سليمة البراكه أو الفلوكه ديالو هي مزال كترضع جوج دالنفوس أبدرحمن صاحبي أو ختو صغيره باعت لفلوكة أوصرفات عليهم حتى طبات  كلشي مبقات كتكساب تا ريال هنا عاود رجعات دقات الباب د لقواده ناس د لحومه مكان عندهم ما يدار كيبقاو عاصرين بالليل غير على بحال هاد الحكيات كيعاودوها بالتفاصي
57,dirlkit-hpdsuln.wav-1636.wav,كلشي كيتلاح في الكاميوات عبابو مزال كيدور على بنادم أو كيقلب لا على واعسه طيح عينو على شي واحد عندو معاه شي حساب وهنا فأش باليه كولونيل بو لحيمص كومندار ديال جوندارم كاليه عبابو خرج من الصف بو لحيمص بقى شويه عاد خرج غادي يكون حس بالقضيه حامضه
58,dirlkit-honnbdk.wav-1361.wav,تفكيت من أقود حاجه تقدرتجي لشي محابسي هي الصداع د السنان الوالد ديالي ب العقلية د العسكر للي عندو علمنا صحه نغسلو سنانا تلاتة د المرات في النهار في الصغر تاتكون بز منك ديرها ولكن مع الوقت كتولف أو تتولي داخله فالروتين لدرجة  مكنتش نقدر نعس إلا محكيتش سناني
59,dirlkit-quvxaym.wav-3057.wav,تغرب لا كنا غدي نسافرو فوق ظهر العودان ولا هنضربوها على رجلينا لجشي قنت جرني نعاس ونا كنفكر ف شنو كيخبي لي الصباح فين غادي نمشيو ياكما غادي رجعو السعودية لزمان لي كان فيه الواليد بطل فعينين د الناس يمكن تصالح واقله مع العائلة المالكة  غطاحت لي هاد الفكره فالراس ونانطي
60,dirlkit-honnbdk.wav-1461.wav,ديش كنقوي راسي كنتحزم بطناشر عام د لإكسبيريونس وسط هاد روينه خصني نبقا روجولة  تا لخر ومانهزش رايه البيضه و داكشي للّي درت فالنهار الرابع حلو علي الباب حطو ليا الماكله أو زادو فيحالهم معرفتش واش قداتهم ديك تلتيام ديال العادب أولاشنو واقع حاولت ما نبقاش دايربالي معاهم نرتاح شويه ونداوي جراحي
61,dirlkit-honnbdk.wav-937.wav,خورت مرة اللولة فاش قلتها فركعو لي رجلي بديك الهراوة وهد المرة كلفاتني سنين ديال النخال لحوني فالتوش و كيتعاملو معايا بحال شي حشرة أولا قل كاع رجعو لخونا اللي نزلات ليه ديك ملحد فودنو بحال شي قنبولة دارلي الفرشة فالبلاصه معطلنيش بدا كيغوط را معنا واحد نصراني كافر بركاك بنادم دار بدا كيشوف فيا هنا نقز كارض شومبري
62,dirlkit-honnbdk.wav-1297.wav,قف جنب الباب هاد المطايفة مشاركش فيها لا با الحوسين ولا بوالقعقاع ها الدراري لي مازال صغار إين فوا حلو العسكر الباب وقفات المخارية با الحسين بغا يبرد طرح كاليهم راه عا الشباب كيديرو الرياضة ولكن دارفيه السرجو أو خرجونا كاملين للساحة فينما كيشوف سيرجو شي واحد وجهومشلخ بدمايات كيدور عند با الحوسين
63,dirlkit-quvxaym.wav-2895.wav,المشباع فيا سبان كثره من لاخرين هدشي ضرني بزاف حيت حتى تلامد لي قريت معاهم بداوا كيقلدوه وليت أنا وخوتي كنتقاتلو معاهم مرة مرة ولا ستفردو بشي واحد  بوحدو راه مكاين غير تعالق ل أستيدة في سعودية عندهم حق في القانون باش يضربو التلاميد بلعصا كاين لي مارس هد الحق أو كاين اللي هبط من نقاط ديالنا وسقطنا واخا
64,dirlkit-rtebocg.wav-3330.wav,وبلاني أو فلخرينفد أنا قتلت أول مرة فاش كان فعمري سطاشر عام المهمة تعرضات عليا من واحد الراجل فالعصابه للي كان مسؤول على الحماية د العاب القمر لي كنت خدام فيهم من قبل معمر طاحت لي فلبال الفكرة ديال نقتل شي حد كنت خصيم وزعيم أو كانو عندي رجال ديالي ولكن لقتيلة معمرا دخلات لي لراسي
65,dirlkit-hpdsuln.wav-1570.wav,ولا كيخلوض و توسخات سمعة ديالو بهد الفعايل و حيت ما عرفش فين كاين الخير واش ف كيف كان ولا كيف ولا بدا كيطيح فتخاور أو ما هد البلان إلا طريف من داكشي لي قال سقراط على تكون زوين باش تكون زوين خاصك تعرف  الخير فين كاين إلا معرفتشيش فين راه غدي تفوندي فشي حفرة مهم عبابو مبقاش مسوق بزاف للمدرسة
